Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
anpr cameras,56,56,390,20,4.02,https://www.enster.com/a-news-the-benefits-of-anpr-license-plate-cameras-for-law-enforcement,0,0,0,0.22,201,"4, 5, 7, 11, 100, 31, 20, 16, 5, 11, 7, 7",2026-07-30 15:19:56,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
anpr cameras,76,76,390,20,4.02,https://www.enster.com/a-news-the-evolution-of-anpr-license-plate-camera-technology-from-basic-to-advanced-features,0,0,0,0.22,201,"4, 5, 7, 11, 100, 31, 20, 16, 5, 11, 7, 7",2026-07-30 15:19:56,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
camera solar 4g,28,28,50,12,0.43,https://www.enster.com/4g-solar-camera,0,0,0,0.99,233,"8, 13, 1, 8, 1, 1, 1, 1, 1, 0, 1, 1",2026-07-31 16:57:15,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
what is a digital video recorder,44,44,590,14,0.33,https://www.enster.com/a-news-network-video-recorder-vs-digital-video-recorder-understanding-the-differences,0,0,0,0.02,204,"68, 8, 20, 20, 4, 7, 100, 13, 11, 84, 20, 25",2026-07-01 14:41:27,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
180 degree panoramic camera,37,37,30,5,1.86,https://www.enster.com/4k-dual-lens-panoramic-camera-with-a-180-degree-visible-viewing-angle,0,0,0,1,207,"22, 22, 44, 33, 33, 33, 33, 22, 22, 22, 33, 33",2026-06-26 00:21:58,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
onvif ptz controller joystick,31,31,50,0,0,https://www.enster.com/ip-ptz-camera/IP-PTZ-Camera-Keyboard.html,0,0,0,0.33,148,"35, 100, 50, 78, 100, 28, 14, 14, 14, 14, 14, 14",2026-07-13 00:58:06,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
ahd dvr system 16 cameras,28,28,40,0,0,https://www.enster.com/dvr/1080N-16CH-AHD-DVR.html,0,0,0,0,179,"35, 21, 35, 78, 100, 14, 14, 14, 14, 14, 14, 0",2026-07-12 14:03:10,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
wireless construction security,11,11,40,7,0,https://www.enster.com/a-news-wireless-ip-cameras-for-construction-site-security-and-monitoring,0,0,0,0,180,"28, 14, 42, 57, 57, 71, 71, 71, 71, 71, 71, 71",2026-07-20 17:14:06,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches",commercial,Organic
surveillance poe camera kit,24,24,40,24,4.89,https://www.enster.com/poe-camera-kit,0,0,0,1,184,"11, 29, 29, 64, 100, 23, 5, 0, 0, 0, 11, 0",2026-06-30 19:52:02,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
ptz camera ahd coaxial,29,29,170,4,0,https://www.enster.com/coaxial-cctv-camera,0,0,0,0,158,"20, 6, 6, 100, 6, 1, 1, 1, 1, 1, 1, 0",2026-06-28 07:44:37,"Sitelinks, Video, People also ask, Popular products, AI overview","commercial, informational",Organic
motorized varifocal lens,35,35,30,9,4.04,https://www.enster.com/10x-optical-zoom-camera,0,0,0,0.6,136,"23, 23, 33, 23, 9, 9, 14, 9, 14, 9, 19, 14",2026-07-29 08:43:14,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
motorized varifocal lens,51,51,30,9,4.04,https://www.enster.com/Motorized-Lens-IP-Camera,0,0,0,0.6,136,"23, 23, 33, 23, 9, 9, 14, 9, 14, 9, 19, 14",2026-07-29 08:43:14,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
hdmi to dvr,7,7,70,19,0.15,https://www.enster.com/4ch-8ch-6-in-1-dvr/4ch-1080p-xvr-dvr-6304mh.html,0,0,0,1,195,"33, 14, 33, 23, 42, 52, 42, 33, 23, 33, 23, 14",2026-08-10 11:17:52,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Image pack
nbd8004r fw,15,15,40,0,0,https://www.enster.com/latest-firmware-of-XMEYE-DVR,0,0,0,0.33,103,"14, 14, 50, 100, 14, 50, 14, 0, 14, 14, 14, 14",2026-07-18 15:08:57,"Video, Related searches",informational,Organic
nbd8004r fw,32,32,40,0,0,https://www.enster.com/xmeye-dvr-factory-latest-firmware,0,0,0,0.33,103,"14, 14, 50, 100, 14, 50, 14, 0, 14, 14, 14, 14",2026-07-18 15:08:57,"Video, Related searches",informational,Organic
nbd8004r fw,40,40,40,0,0,https://www.enster.com/ja/support,0,0,0,0.33,103,"14, 14, 50, 100, 14, 50, 14, 0, 14, 14, 14, 14",2026-07-18 15:08:57,"Video, Related searches",informational,Organic
4g solar ip camera app,5,5,40,11,0,https://www.enster.com/how-to-connect-the-4g-solar-camera-wifi-solar-camera-to-your-computer-for-remote-viewing,0,0,0,0.5,170,"14, 14, 28, 14, 78, 14, 14, 0, 100, 0, 14, 14",2026-07-14 15:18:25,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cctv system kits,17,17,50,23,0,https://www.enster.com/cctv-kit,0,0,0,0.33,183,"35, 78, 50, 78, 100, 35, 0, 0, 0, 0, 14, 0",2026-06-30 01:32:35,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
embedded dvr,4,4,70,2,3.47,https://www.enster.com/4ch-8ch-6-in-1-dvr/HD-DVR-Recorder-Enster-with-VG.html,0,0,0,0.53,190,"64, 64, 64, 82, 41, 100, 23, 17, 17, 29, 11, 17",2026-08-14 18:55:31,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Image pack
embedded dvr,4,4,70,2,3.47,https://www.enster.com/4ch-8ch-6-in-1-dvr/HD-DVR-Recorder-Enster-with-VG.html,0,0,0,0.53,190,"64, 64, 64, 82, 41, 100, 23, 17, 17, 29, 11, 17",2026-08-14 18:55:31,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Image pack
embedded dvr,24,24,70,2,3.47,https://www.enster.com/digital-video-recorder,0,0,0,0.53,190,"64, 64, 64, 82, 41, 100, 23, 17, 17, 29, 11, 17",2026-08-14 18:55:31,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
is hevc the same as h.265,56,56,50,27,0,https://www.enster.com/industry-news21453695d5c56903b6724d1b/What-is-HEVC--H265.html,0,0,0,0.33,128,"0, 3, 0, 0, 100, 53, 7, 0, 7, 53, 7, 7",2026-08-06 00:51:39,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Discussions and forums, AI overview",informational,Organic
xmeye set,13,13,50,8,0,https://www.enster.com/xmeye-download,0,0,0,0,150,"29, 82, 52, 64, 100, 23, 11, 11, 11, 11, 11, 0",2026-06-30 14:57:30,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ip cameras installation,11,11,40,18,4.38,https://www.enster.com/a-news-wireless-ip-camera-installation-tips-for-seamless-setup,0,0,0,0.15,171,"2, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 2",2026-08-12 02:59:07,"Local pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
8 channel dvr for security cameras,47,47,40,4,1.62,https://www.enster.com/4ch-8ch-6-in-1-dvr/8ch-1080p-hd-xvr-dvr-6308mh.html,0,0,0,1,182,"100, 0, 45, 36, 45, 36, 18, 27, 27, 27, 18, 27",2026-07-29 15:11:06,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
camera sim battery card,9,9,50,17,0,https://www.enster.com/4g-camera-apn,0,0,0,0,150,"100, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0",2026-07-06 19:06:05,"Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
hevc is h265,17,17,50,35,0,https://www.enster.com/industry-news21453695d5c56903b6724d1b/What-is-HEVC--H265.html,0,0,0,0.33,123,"52, 11, 23, 100, 41, 64, 52, 11, 23, 11, 11, 11",2026-07-09 06:49:27,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hevc is h265,26,26,50,35,0,https://www.enster.com/industry-news21453695d5c56903b6724d1b/What-is-HEVC--H265.html,0,0,0,0.33,123,"52, 11, 23, 100, 41, 64, 52, 11, 23, 11, 11, 11",2026-07-09 06:49:27,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
solar power kit for cctv,33,33,50,9,0,https://www.enster.com/solar-powered-camera-kit,0,0,0,0.33,138,"9, 9, 14, 42, 100, 23, 14, 14, 14, 14, 19, 9",2026-07-13 03:52:52,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
codigos de camaras,22,22,210,21,0,https://www.enster.com/es/faq/CCTV-Glossary.html,0,0,0,0.33,172,"1, 1, 1, 0, 1, 1, 1, 10, 8, 45, 55, 76",2026-07-13 12:36:05,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
codigos de camaras,47,47,210,21,0,https://www.enster.com/es/faq/CCTV-Glossary.html,0,0,0,0.33,172,"1, 1, 1, 0, 1, 1, 1, 10, 8, 45, 55, 76",2026-07-13 12:36:05,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sensor globe aquaculture underwater camera,60,60,40,8,0,https://www.enster.com/5mp-316-stainless-steel-seawater-aquaculture-underwater-camera.html,0,0,0,0,36900,"100, 60",2026-08-15 21:14:45,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
xvr dvr,8,8,30,7,1.16,https://www.enster.com/4ch-8ch-6-in-1-dvr/8ch-1080n-xvr-dvr-6108nh.html,0,0,0,0.89,151,"18, 18, 18, 27, 36, 18, 18, 27, 36, 27, 27, 27",2026-06-24 10:02:07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
4g camera with sim card,13,13,40,12,0,https://www.enster.com/4g-dual-lens-camera,0,0,0,1,215,"11, 17, 11, 100, 64, 11, 11, 11, 11, 11, 11, 11",2026-06-30 19:33:44,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
4g camera with sim card,44,44,40,12,0,https://www.enster.com/4g-camera,0,0,0,1,215,"11, 17, 11, 100, 64, 11, 11, 11, 11, 11, 11, 11",2026-06-30 19:33:44,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
nvr kit wifi,2,2,40,11,0,https://www.enster.com/ar/wireless-camera-kit/4ch-cctv-5mp-camera-system-outdoor-waterproof-wireless-wifi-ip-camera-wifi-nvr-kit.html,0,0,0,0.8,222,"18, 100, 18, 18, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-13 00:39:06,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Image pack
nvr kit wifi,19,19,40,11,0,https://www.enster.com/wireless-camera-kit,0,0,0,0.8,222,"18, 100, 18, 18, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-13 00:39:06,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
nvr kit wifi,38,38,40,11,0,https://www.enster.com/cctv-kit,0,0,0,0.8,222,"18, 100, 18, 18, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-13 00:39:06,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
nvr kit 4mp poe ip,21,21,40,0,0,https://www.enster.com/poe-camera-kit,0,0,0,0.33,193,"55, 33, 55, 100, 100, 33, 22, 22, 22, 22, 22, 22",2026-07-17 01:06:54,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches",commercial,Organic
nvr kit 4mp poe ip,51,51,40,0,0,https://www.enster.com/cctv-kit,0,0,0,0.33,193,"55, 33, 55, 100, 100, 33, 22, 22, 22, 22, 22, 22",2026-07-17 01:06:54,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches",commercial,Organic
nvr kit 4mp poe ip,56,56,40,0,0,https://www.enster.com/h-265-16-channel-poe-4k-8mp-network-video-recorder-nvr-plug-amp-play-international-original-english-version,0,0,0,0.33,193,"55, 33, 55, 100, 100, 33, 22, 22, 22, 22, 22, 22",2026-07-17 01:06:54,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches",commercial,Organic
xmeye dvr embedded linux busybox,31,31,90,37,0,https://www.enster.com/xmeye-download,0,0,0,0,367,"78, 78, 100, 50, 14",2026-08-13 18:59:36,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
varifocal cctv camera,18,18,50,7,0,https://www.enster.com/varifocal-camera,0,0,0,0.83,172,"41, 41, 41, 64, 100, 23, 11, 11, 11, 11, 11, 11",2026-07-28 11:53:56,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
hd nvr kit,28,28,90,25,1.09,https://www.enster.com/cctv-kit,0,0,0,0.98,0,"17, 23, 23, 23, 23, 23, 23, 23, 28, 17, 23, 23",2026-07-15 18:27:46,"Image pack, Sitelinks, Reviews, Video, Image, Popular products, Related searches","commercial, informational",Organic
varifocal security camera,30,30,70,10,4.82,https://www.enster.com/varifocal-camera,0,0,0,0.89,181,"52, 52, 23, 52, 52, 33, 52, 9, 23, 23, 14, 9",2026-07-29 11:18:43,"Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Popular products, Related searches, AI overview",commercial,Organic
dvr 8 channel,5,5,40,8,0.69,https://www.enster.com/4ch-8ch-6-in-1-dvr/8ch-1080p-hd-xvr-dvr-6308mh.html,0,0,0,1,186,"14, 14, 21, 14, 28, 35, 28, 21, 35, 21, 28, 28",2026-07-08 01:49:30,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview",commercial,Image pack
turret ip camera,41,41,40,11,1.88,https://www.enster.com/Turret-IP-Camera.html,0,0,0,1,188,"7, 7, 19, 26, 26, 7, 26, 7, 7, 7, 7, 15",2026-06-30 21:22:41,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
4 channel dvr,8,8,110,4,1.29,https://www.enster.com/4ch-8ch-6-in-1-dvr/4ch-1080p-xvr-dvr-6304mh.html,0,0,0,1,284,"52, 66, 66, 66, 80, 66, 52, 52, 52, 52, 52, 42",2026-08-02 19:29:09,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Image pack
hi3520 firmware,24,24,50,9,0,https://www.enster.com/latest-firmware-of-XMEYE-DVR,0,0,0,0.33,100,"5, 0, 0, 5, 5, 100, 5, 5, 5, 5, 5, 5",2026-07-28 22:47:24,"Video, Video Carousel, Related searches",informational,Organic
nvr sata,3,3,40,1,0,https://www.enster.com/xmeye-64ch-nvr,0,0,0,0.99,243,"0, 23, 11, 11, 11, 100, 0, 11, 64, 23, 11, 11",2026-08-17 02:51:39,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Image pack
4mp camera onvif ip ptz,12,12,50,7,0,https://www.enster.com/solar-onvif-ptz-camera.html,0,0,0,0.33,166,"14, 35, 50, 100, 100, 35, 14, 14, 14, 14, 14, 14",2026-07-12 13:47:51,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",commercial,Organic
wireless nvr kit,28,28,40,14,0.86,https://www.enster.com/cctv-kit,0,0,0,1,261,"19, 7, 7, 7, 42, 7, 7, 42, 7, 7, 7, 11",2026-08-13 13:50:08,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
wifi ptz cameras,18,18,50,8,1.06,https://www.enster.com/wireless-ptz-camera,0,0,0,1,182,"36, 36, 100, 63, 63, 18, 63, 45, 18, 9, 27, 18",2026-06-28 02:18:39,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
5mp ip camera xmeye,7,7,40,14,0,https://www.enster.com/firmware-of-XMEYE-IP-Camera,0,0,0,0.33,170,"35, 35, 50, 78, 100, 14, 7, 0, 0, 0, 7, 0",2026-07-12 13:39:48,"Sitelinks, Reviews, Video, Popular products, Related searches",commercial,Organic
high fps imx335,55,55,90,7,0,https://www.enster.com/products-detail-715165,0,0,0,0.33,137,"0, 53, 53, 82, 100, 5, 0, 0, 0, 0, 0, 0",2026-06-30 02:07:05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
high fps imx335,60,60,90,7,0,https://www.enster.com/products-detail-715165,0,0,0,0.33,137,"0, 53, 53, 82, 100, 5, 0, 0, 0, 0, 0, 0",2026-06-30 02:07:05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
ip camera onvif,30,30,110,23,0.96,https://www.enster.com/products-detail-895238,0,0,0,0.76,160,"23, 100, 82, 82, 17, 100, 100, 82, 82, 0, 5, 100",2026-07-08 00:54:00,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know, Discussions and forums",commercial,Organic
xmye,3,3,50,50,1.38,https://www.enster.com/latest-firmware-of-XMEYE-DVR,0,0,0,0.04,98,"0, 8, 28, 0, 0, 35, 1, 1, 1, 1, 18, 1",2026-07-05 12:52:43,"Sitelinks, Reviews, Video, People also ask, Related searches, Things to know",informational,Things to know
xmye,3,3,50,50,1.38,https://www.enster.com/DVR-NVR-Auto-Upgrade-Problem,0,0,0,0.04,98,"0, 8, 28, 0, 0, 35, 1, 1, 1, 1, 18, 1",2026-07-05 12:52:43,"Sitelinks, Reviews, Video, People also ask, Related searches, Things to know",informational,Things to know
xmye,5,5,50,50,1.38,https://www.enster.com/xmeye-download,0,0,0,0.04,98,"0, 8, 28, 0, 0, 35, 1, 1, 1, 1, 18, 1",2026-07-05 12:52:43,"Sitelinks, Reviews, Video, People also ask, Related searches, Things to know",informational,Organic
construction camera wireless,33,33,50,14,17.18,https://www.enster.com/a-news-wireless-ip-cameras-for-construction-site-security-and-monitoring,0,0,0,0.99,182,"14, 100, 100, 42, 100, 100, 71, 57, 71, 71, 100, 71",2026-08-07 01:11:39,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
dome onvif xmeye,13,13,50,21,0,https://www.enster.com/xmeye-download,0,0,0,0,63400,"29, 41, 41, 64, 100, 29, 11, 11, 11, 11, 11, 0",2026-07-12 19:04:13,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
ai57031,12,12,50,19,0,https://www.enster.com/products-detail-3377998,0,0,0,0,380,"7, 100, 21, 14, 35",2026-06-28 08:04:09,,informational,Organic
32 port poe switch,28,28,50,5,0.99,https://www.enster.com/poe-switch/32-Port-PoE-Switch.html,0,0,0,1,192,"63, 63, 63, 63, 36, 45, 18, 18, 45, 27, 36, 18",2026-07-30 22:04:04,"Sitelinks, Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
hevc h265,85,0,110,36,0,https://www.enster.com/ja/industry-news21453695d5c56903b6724d1b/What-is-HEVC--H265.html,0,0,0,0.02,130,"53, 42, 42, 42, 53, 53, 42, 53, 42, 42, 53, 42",2026-08-19 04:12:06,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
xiongmai dvr,14,14,50,1,0,https://www.enster.com/XMEYE-IP-Camera-Version-Information,0,0,0,0,161,"0, 28, 14, 78, 100, 78, 0, 14, 0, 100, 14, 0",2026-08-15 13:53:14,"Related searches, AI overview",informational,Organic
camera kit internal ip,73,73,50,5,0,https://www.enster.com/ip-camera-module,0,0,0,0,55800000,"23, 29, 11, 100, 82, 17, 11, 11, 11, 11, 11, 0",2026-07-12 16:25:37,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
ip camera hd zoom focus,21,21,40,11,0,https://www.enster.com/Motorized-Lens-IP-Camera,0,0,0,0,188,"50, 28, 50, 100, 78, 14, 0, 0, 0, 0, 0, 0",2026-07-12 22:14:55,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
invisible night vision video camera,21,21,50,27,0,https://www.enster.com/stealth-ip-camera,0,0,0,0.33,178,"50, 50, 50, 78, 100, 21, 14, 14, 14, 14, 14, 14",2026-07-12 22:00:16,"Sitelinks, Video, Video Carousel, Popular products, Related searches",commercial,Organic
srxf3 8180 ers,42,42,50,0,0,https://www.enster.com/fisheye-panoramic-lens-ip-camera,0,0,0,0.33,111,"11, 23, 11, 11, 82, 100, 11, 11, 11, 11, 11, 11",2026-07-08 07:40:26,"Sitelinks, Video, Related searches",informational,Organic
srxf3 8180 ers,54,54,50,0,0,https://www.enster.com/fisheye-ip-camera/8mp-fisheye-lens.html,0,0,0,0.33,111,"11, 23, 11, 11, 82, 100, 11, 11, 11, 11, 11, 11",2026-07-08 07:40:26,"Sitelinks, Video, Related searches",informational,Organic
nvr ip record video,19,19,40,9,0,https://www.enster.com/a-news-setting-up-a-network-video-recorder-a-step-by-step-guide,0,0,0,0.33,170,"100, 100, 33, 77, 77, 22, 22, 22, 22, 22, 22, 22",2026-07-13 00:47:47,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
ip camera network video recorder,23,23,90,29,2.02,https://www.enster.com/a-news-setting-up-a-network-video-recorder-a-step-by-step-guide,0,0,0,0.78,197,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0",2026-08-17 08:37:07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
xmeye app download,8,8,40,45,0,https://www.enster.com/xmeye-download,0,0,0,0.03,107,"100, 18, 18, 18, 100, 45, 18, 18, 18, 18, 18, 18",2026-07-13 07:44:33,"Sitelinks, Reviews, Related searches, AI overview",informational,Organic
hd sdi video recorder,58,58,40,7,0.59,https://www.enster.com/digital-video-recorder,0,0,0,0.96,192,"42, 42, 100, 100, 42, 28, 42, 57, 71, 28, 71, 71",2026-07-31 05:41:50,"Sitelinks, Video, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
xmeye dvr busybox linux,91,0,70,18,0,https://www.enster.com/ar/latest-firmware-of-XMEYE-DVR,0,0,0,0,419,"11, 29, 17, 41, 100",2026-08-18 18:23:11,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
inster zoom,46,46,70,14,0,https://www.enster.com/pan-tilt-zoom-camera,0,0,0,0.33,112,"66, 9, 4, 100, 42, 42, 52, 66, 9, 0, 4, 4",2026-06-30 13:56:54,"Reviews, Video, Video Carousel, Related searches",informational,Organic
inster zoom,74,74,70,14,0,https://www.enster.com/zoom-camera,0,0,0,0.33,112,"66, 9, 4, 100, 42, 42, 52, 66, 9, 0, 4, 4",2026-06-30 13:56:54,"Reviews, Video, Video Carousel, Related searches",informational,Organic
netip para camaras de seguridad,46,46,50,15,0,https://www.enster.com/es/wireless-camera-kit,0,0,0,0,4080,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-07-28 22:13:07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
cctv camera varifocal lens,31,31,70,11,1,https://www.enster.com/varifocal-camera,0,0,0,0.57,0,"66, 66, 33, 52, 66, 33, 23, 9, 9, 9, 9, 9",2026-07-29 03:30:45,"Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview",commercial,Organic
pan tilt zoom mount,47,47,170,15,0.78,https://www.enster.com/pan-tilt-zoom-camera,0,0,0,1,187,"65, 81, 21, 34, 65, 15, 15, 15, 100, 65, 65, 65",2026-07-11 09:03:36,"Image pack, Sitelinks, Reviews, Video, Popular products, Related searches",commercial,Organic
kit nvr wifi,15,15,40,8,0,https://www.enster.com/cctv-kit,0,0,0,0.8,148,"0, 100, 18, 18, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-07 13:19:00,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
kit nvr wifi,38,38,40,8,0,https://www.enster.com/wireless-camera-kit,0,0,0,0.8,148,"0, 100, 18, 18, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-07 13:19:00,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
poe injector ac220v dc48v,56,56,70,18,0,https://www.enster.com/poe-switch/poe-injector.html,0,0,0,0.14,2890,"6, 28, 34, 53, 100, 9, 0, 0, 0, 0, 15, 0",2026-07-12 10:38:12,"Sitelinks, Reviews, Video, Popular products, Related searches",commercial,Organic
poe injector ac220v dc48v,62,62,70,18,0,https://www.enster.com/poe-switch/poe-injector.html,0,0,0,0.14,2890,"6, 28, 34, 53, 100, 9, 0, 0, 0, 0, 15, 0",2026-07-12 10:38:12,"Sitelinks, Reviews, Video, Popular products, Related searches",commercial,Organic
varifocal lens security camera,34,34,50,18,1,https://www.enster.com/varifocal-camera,0,0,0,0.57,185,"52, 52, 19, 52, 42, 33, 23, 9, 9, 9, 9, 9",2026-07-29 03:34:46,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
onvif 40x zoom,36,36,50,4,0,https://www.enster.com/products-detail-748639,0,0,0,0.33,35100,"14, 35, 50, 78, 100, 28, 14, 14, 14, 14, 14, 14",2026-07-13 01:04:56,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",commercial,Organic
camera onvif wifi,14,14,70,8,0.8,https://www.enster.com/products-detail-895238,0,0,0,1,183,"63, 45, 45, 63, 81, 63, 81, 63, 45, 63, 63, 63",2026-08-09 01:45:57,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
ip dome camera auto focus,15,15,40,0,0,https://www.enster.com/Motorized-Lens-IP-Camera,0,0,0,0,180,"19, 100, 19, 33, 19, 19, 9, 9, 9, 9, 9, 0",2026-07-12 22:04:06,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products",commercial,Organic
camera invisible 940nm ir,13,13,50,5,0,https://www.enster.com/stealth-ip-camera,0,0,0,0,182,"41, 41, 41, 64, 100, 17, 11, 11, 11, 11, 11, 0",2026-06-30 01:59:40,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
camera p2p h 265 5mp,16,16,40,16,0,https://www.enster.com/products-detail-748639,0,0,0,0.05,218,"18, 18, 18, 100, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-15 19:27:34,"Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
